Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Login Type,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
DEBIT,3,4,82.08,804.58,Advance shipping,0,17,GPS Devices,Demo City,EE. UU.,XXXXXXXXX,Demo,925,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,2,Electronics,13.6231,75.343,Africa,Demo City,Demo Country,925,5/7/2023 07:00,1622,131,53.79,0.0547,1622,491.69,0.0883,2,983.38,929.59,82.08,East Africa,NA,CLOSED,90001,131,17,GPS Devices Item #131,491.69,0,5/10/2023 07:00,Standard Class
DEBIT,6,2,-11.33,114.41,Late delivery,1,14,Fitness Accessories,Demo City,EE. UU.,XXXXXXXXX,Demo,795,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,6,Fan Shop,50.1744,116.4278,Europe,Demo City,Demo Country,795,11/16/2023 15:00,1623,178,35.59,0.2275,1623,52.14,-0.0938,3,156.42,120.83,-11.33,Western Europe,NA,CLOSED,90001,178,14,Fitness Accessories Item #178,52.14,0,11/22/2023 15:00,Second Class
DEBIT,4,4,9.4,104.26,Shipping on time,0,17,GPS Devices,Demo City,EE. UU.,XXXXXXXXX,Demo,46,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,2,Electronics,4.2496,103.7312,Africa,Demo City,Demo Country,46,5/4/2023 23:00,1624,199,47.24,0.304,1624,31.08,0.0869,5,155.4,108.16,9.4,East Africa,NA,COMPLETE,90001,199,17,GPS Devices Item #199,31.08,0,5/8/2023 23:00,Standard Class
DEBIT,3,4,33.97,420.32,Advance shipping,0,12,Baseball & Softball,Demo City,EE. UU.,XXXXXXXXX,Demo,734,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,4,Team Sports,-26.3004,64.1667,Europe,Demo City,Demo Country,734,5/3/2023 09:00,1625,77,235.17,0.332,1625,236.11,0.0718,3,708.33,473.16,33.97,Northern Europe,NA,COMPLETE,90001,77,12,Baseball & Softball Item #77,236.11,0,5/6/2023 09:00,Standard Class
DEBIT,2,1,-8.42,97.73,Late delivery,1,12,Baseball & Softball,Demo City,EE. UU.,XXXXXXXXX,Demo,686,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,4,Team Sports,-45.6173,22.266,Pacific Asia,Demo City,Demo Country,686,5/19/2023 20:00,1626,5,54.69,0.3442,1626,158.88,-0.0808,1,158.88,104.19,-8.42,Southeast Asia,NA,COMPLETE,90001,5,12,Baseball & Softball Item #5,158.88,0,5/21/2023 20:00,First Class
DEBIT,4,4,51.3,257.45,Shipping on time,0,14,Fitness Accessories,Demo City,EE. UU.,XXXXXXXXX,Demo,144,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,6,Fan Shop,28.0132,-26.1326,LATAM,Demo City,Demo Country,144,8/22/2023 19:00,1627,15,141.8,0.3245,1627,436.97,0.1738,1,436.97,295.17,51.3,Caribbean,NA,CLOSED,90001,15,14,Fitness Accessories Item #15,436.97,0,8/26/2023 19:00,Standard Class
DEBIT,3,4,413.85,1475.43,Advance shipping,0,10,Camping & Hiking,Demo City,EE. UU.,XXXXXXXXX,Demo,439,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,7,Outdoors,4.8175,76.0479,Africa,Demo City,Demo Country,439,11/29/2022 13:00,1628,197,226.03,0.1217,1628,371.46,0.2537,5,1857.3,1631.27,413.85,North Africa,NA,PROCESSING,90001,197,10,Camping & Hiking Item #197,371.46,0,12/2/2022 13:00,Standard Class
DEBIT,3,4,-3.64,244.69,Advance shipping,0,16,Golf Bags & Carts,Demo City,EE. UU.,XXXXXXXXX,Demo,951,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,3,Golf,47.4877,-70.2126,Pacific Asia,Demo City,Demo Country,951,3/21/2022 08:00,1629,200,19.1,0.0689,1629,277.21,-0.0141,1,277.21,258.11,-3.64,South Asia,NA,COMPLETE,90001,200,16,Golf Bags & Carts Item #200,277.21,0,3/24/2022 08:00,Standard Class
DEBIT,7,4,9.1,69.83,Late delivery,1,8,Consumer Electronics,Demo City,EE. UU.,XXXXXXXXX,Demo,10,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,2,Electronics,-28.522,71.0631,Africa,Demo City,Demo Country,10,6/1/2023 09:00,1630,188,14.69,0.1478,1630,19.88,0.1074,5,99.4,84.71,9.1,West Africa,NA,COMPLETE,90001,188,8,Consumer Electronics Item #188,19.88,0,6/8/2023 09:00,Standard Class
DEBIT,4,4,165.51,427.7,Shipping on time,0,9,Basketball,Demo City,EE. UU.,XXXXXXXXX,Demo,553,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,4,Team Sports,46.5898,-27.2603,Europe,Demo City,Demo Country,553,12/16/2022 16:00,1631,93,42.96,0.0747,1631,143.79,0.311,4,575.16,532.2,165.51,Southern Europe,NA,PROCESSING,90001,93,9,Basketball Item #93,143.79,0,12/20/2022 16:00,Standard Class
DEBIT,2,2,91.97,280.4,Shipping on time,0,1,Strength Training,Demo City,EE. UU.,XXXXXXXXX,Demo,424,Customer,Individual,Home Office,CA,XXXXXXXXX,90001,1,Fitness,36.9641,62.3376,Europe,Demo City,Demo Country,424,7/15/2022 02:00,1632,68,145.15,0.3248,1632,446.89,0.3048,1,446.89,301.74,91.97,Northern Europe,NA,COMPLETE,90001,68,1,Strength Training Item #68,446.89,0,7/17/2022 02:00,Second Class
DEBIT,1,1,5.76,326.56,Shipping on time,0,5,Men's Footwear,Demo City,EE. UU.,XXXXXXXXX,Demo,553,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,6,Fan Shop,54.1951,-6.3507,Pacific Asia,Demo City,Demo Country,553,4/21/2023 21:00,1633,160,65.38,0.1609,1633,135.44,0.0169,3,406.32,340.94,5.76,South Asia,NA,CLOSED,90001,160,5,Men's Footwear Item #160,135.44,0,4/22/2023 21:00,First Class
DEBIT,4,1,-0.07,70.38,Late delivery,1,17,GPS Devices,Demo City,EE. UU.,XXXXXXXXX,Demo,458,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,2,Electronics,40.7805,-11.6002,Africa,Demo City,Demo Country,458,7/12/2023 09:00,1634,99,9.25,0.1084,1634,28.43,-0.0009,3,85.29,76.04,-0.07,Southern Africa,NA,COMPLETE,90001,99,17,GPS Devices Item #99,28.43,0,7/16/2023 09:00,First Class
DEBIT,4,0,-0.12,72.06,Late delivery,1,18,Water Sports,Demo City,EE. UU.,XXXXXXXXX,Demo,14,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,7,Outdoors,-5.7965,97.1021,Pacific Asia,Demo City,Demo Country,14,5/6/2022 13:00,1635,139,40.91,0.322,1635,127.05,-0.0014,1,127.05,86.14,-0.12,South Asia,NA,PROCESSING,90001,139,18,Water Sports Item #139,127.05,0,5/10/2022 13:00,Same Day
DEBIT,3,4,56.46,308.09,Advance shipping,0,15,Kids' Golf Clubs,Demo City,EE. UU.,XXXXXXXXX,Demo,732,Customer,Individual,Home Office,CA,XXXXXXXXX,90001,5,Apparel,36.7563,-76.5876,USCA,Demo City,Demo Country,732,8/3/2023 09:00,1636,85,39.95,0.1046,1636,381.95,0.1651,1,381.95,342.0,56.46,Canada,NA,CLOSED,90001,85,15,Kids' Golf Clubs Item #85,381.95,0,8/6/2023 09:00,Standard Class
DEBIT,7,4,99.13,314.44,Late delivery,1,8,Consumer Electronics,Demo City,EE. UU.,XXXXXXXXX,Demo,996,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,2,Electronics,20.8142,-100.9801,Europe,Demo City,Demo Country,996,1/24/2023 23:00,1637,152,75.12,0.1739,1637,431.97,0.2778,1,431.97,356.85,99.13,Eastern Europe,NA,COMPLETE,90001,152,8,Consumer Electronics Item #152,431.97,0,1/31/2023 23:00,Standard Class
DEBIT,5,2,6.18,636.52,Late delivery,1,17,GPS Devices,Demo City,EE. UU.,XXXXXXXXX,Demo,656,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,2,Electronics,51.6649,-2.3243,USCA,Demo City,Demo Country,656,10/17/2023 06:00,1638,88,123.06,0.1605,1638,153.35,0.0096,5,766.75,643.69,6.18,West of USA,NA,COMPLETE,90001,88,17,GPS Devices Item #88,153.35,0,10/22/2023 06:00,Second Class
DEBIT,3,4,17.06,84.61,Advance shipping,0,11,Hunting & Shooting,Demo City,EE. UU.,XXXXXXXXX,Demo,967,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,7,Outdoors,35.0653,-90.5255,USCA,Demo City,Demo Country,967,8/3/2023 11:00,1639,167,37.46,0.2935,1639,127.63,0.1892,1,127.63,90.17,17.06,Canada,NA,COMPLETE,90001,167,11,Hunting & Shooting Item #167,127.63,0,8/6/2023 11:00,Standard Class
DEBIT,1,1,383.79,1580.47,Shipping on time,0,1,Strength Training,Demo City,EE. UU.,XXXXXXXXX,Demo,717,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,1,Fitness,0.4413,-16.5046,Africa,Demo City,Demo Country,717,11/20/2023 11:00,1640,41,357.36,0.1697,1640,421.17,0.2195,5,2105.85,1748.49,383.79,East Africa,NA,COMPLETE,90001,41,1,Strength Training Item #41,421.17,0,11/21/2023 11:00,First Class
DEBIT,2,2,-15.3,339.86,Shipping on time,0,14,Fitness Accessories,Demo City,EE. UU.,XXXXXXXXX,Demo,806,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,1,Fitness,52.5097,-116.9906,LATAM,Demo City,Demo Country,806,9/28/2023 17:00,1641,72,54.29,0.1232,1641,110.17,-0.0396,4,440.68,386.39,-15.3,Central America,NA,COMPLETE,90001,72,14,Fitness Accessories Item #72,110.17,0,9/30/2023 17:00,Second Class
DEBIT,5,4,-21.87,317.42,Late delivery,1,15,Kids' Golf Clubs,Demo City,EE. UU.,XXXXXXXXX,Demo,740,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,3,Golf,7.9236,18.6517,Europe,Demo City,Demo Country,740,1/16/2023 23:00,1642,142,16.64,0.0435,1642,191.21,-0.0598,2,382.42,365.78,-21.87,Western Europe,NA,PENDING,90001,142,15,Kids' Golf Clubs Item #142,191.21,0,1/21/2023 23:00,Standard Class
DEBIT,3,4,-19.46,267.79,Advance shipping,0,9,Basketball,Demo City,EE. UU.,XXXXXXXXX,Demo,93,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,4,Team Sports,-21.2881,13.0771,LATAM,Demo City,Demo Country,93,10/11/2022 22:00,1643,2,75.37,0.1888,1643,199.6,-0.0601,2,399.2,323.83,-19.46,Caribbean,NA,PENDING_PAYMENT,90001,2,9,Basketball Item #2,199.6,0,10/14/2022 22:00,Standard Class
DEBIT,3,4,81.55,746.9,Advance shipping,0,2,Cameras,Demo City,EE. UU.,XXXXXXXXX,Demo,556,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,2,Electronics,-46.5114,-103.7823,Pacific Asia,Demo City,Demo Country,556,1/24/2023 09:00,1644,49,241.22,0.233,1644,207.06,0.1027,5,1035.3,794.08,81.55,Eastern Asia,NA,COMPLETE,90001,49,2,Cameras Item #49,207.06,0,1/27/2023 09:00,Standard Class
DEBIT,3,4,2.17,127.27,Advance shipping,0,2,Cameras,Demo City,EE. UU.,XXXXXXXXX,Demo,66,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,2,Electronics,-8.7545,-6.9715,USCA,Demo City,Demo Country,66,7/25/2022 09:00,1645,72,13.95,0.0905,1645,51.38,0.0155,3,154.14,140.19,2.17,East of USA,NA,COMPLETE,90001,72,2,Cameras Item #72,51.38,0,7/28/2022 09:00,Standard Class
DEBIT,3,4,39.4,531.08,Advance shipping,0,1,Strength Training,Demo City,EE. UU.,XXXXXXXXX,Demo,695,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,1,Fitness,53.1553,-40.4406,USCA,Demo City,Demo Country,695,10/4/2022 07:00,1646,28,197.28,0.2325,1646,424.25,0.0605,2,848.5,651.22,39.4,US Center,NA,PROCESSING,90001,28,1,Strength Training Item #28,424.25,0,10/7/2022 07:00,Standard Class
DEBIT,3,4,169.45,440.93,Advance shipping,0,16,Golf Bags & Carts,Demo City,EE. UU.,XXXXXXXXX,Demo,269,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,3,Golf,41.833,81.3634,USCA,Demo City,Demo Country,269,10/22/2023 23:00,1647,181,96.45,0.1617,1647,119.29,0.3389,5,596.45,500.0,169.45,East of USA,NA,COMPLETE,90001,181,16,Golf Bags & Carts Item #181,119.29,0,10/25/2023 23:00,Standard Class
DEBIT,1,2,34.81,724.51,Advance shipping,0,8,Consumer Electronics,Demo City,EE. UU.,XXXXXXXXX,Demo,530,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,2,Electronics,7.1468,-20.9847,USCA,Demo City,Demo Country,530,7/22/2023 06:00,1648,1,11.81,0.0153,1648,192.96,0.0458,4,771.84,760.03,34.81,East of USA,NA,PENDING,90001,1,8,Consumer Electronics Item #1,192.96,0,7/23/2023 06:00,Second Class
DEBIT,5,2,61.27,1058.24,Late delivery,1,8,Consumer Electronics,Demo City,EE. UU.,XXXXXXXXX,Demo,907,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,2,Electronics,-43.6133,-60.9332,Africa,Demo City,Demo Country,907,1/27/2022 10:00,1649,169,19.96,0.0154,1649,324.1,0.048,4,1296.4,1276.44,61.27,East Africa,NA,PENDING_PAYMENT,90001,169,8,Consumer Electronics Item #169,324.1,0,2/1/2022 10:00,Second Class
DEBIT,2,2,184.77,757.37,Shipping on time,0,5,Men's Footwear,Demo City,EE. UU.,XXXXXXXXX,Demo,528,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,6,Fan Shop,20.3446,-81.2901,Africa,Demo City,Demo Country,528,7/16/2022 00:00,1650,8,16.84,0.0208,1650,404.76,0.2331,2,809.52,792.68,184.77,East Africa,NA,CLOSED,90001,8,5,Men's Footwear Item #8,404.76,0,7/18/2022 00:00,Second Class
DEBIT,3,4,414.45,1141.91,Advance shipping,0,3,Golf Shoes,Demo City,EE. UU.,XXXXXXXXX,Demo,179,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,3,Golf,45.5285,80.1302,Pacific Asia,Demo City,Demo Country,179,3/17/2023 02:00,1651,47,217.9,0.1454,1651,299.73,0.3236,5,1498.65,1280.75,414.45,South Asia,NA,PENDING,90001,47,3,Golf Shoes Item #47,299.73,0,3/20/2023 02:00,Standard Class
DEBIT,3,4,25.84,110.49,Advance shipping,0,10,Camping & Hiking,Demo City,EE. UU.,XXXXXXXXX,Demo,897,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,7,Outdoors,-29.3638,-77.6421,Africa,Demo City,Demo Country,897,4/12/2023 03:00,1652,153,54.64,0.287,1652,190.4,0.1903,1,190.4,135.76,25.84,Southern Africa,NA,ON_HOLD,90001,153,10,Camping & Hiking Item #153,190.4,0,4/15/2023 03:00,Standard Class
DEBIT,3,4,19.2,77.01,Advance shipping,0,1,Strength Training,Demo City,EE. UU.,XXXXXXXXX,Demo,820,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,1,Fitness,-5.0065,95.3124,LATAM,Demo City,Demo Country,820,1/21/2022 13:00,1653,91,9.91,0.1128,1653,17.57,0.2463,5,87.85,77.94,19.2,Central America,NA,COMPLETE,90001,91,1,Strength Training Item #91,17.57,0,1/24/2022 13:00,Standard Class
DEBIT,3,4,1.03,333.14,Advance shipping,0,1,Strength Training,Demo City,EE. UU.,XXXXXXXXX,Demo,26,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,1,Fitness,54.9538,-31.9627,USCA,Demo City,Demo Country,26,2/14/2023 05:00,1654,117,112.3,0.2201,1654,255.12,0.0026,2,510.24,397.94,1.03,Canada,NA,COMPLETE,90001,117,1,Strength Training Item #117,255.12,0,2/17/2023 05:00,Standard Class
DEBIT,2,2,-3.18,163.8,Shipping on time,0,11,Hunting & Shooting,Demo City,EE. UU.,XXXXXXXXX,Demo,493,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,7,Outdoors,-2.4602,-30.5796,Pacific Asia,Demo City,Demo Country,493,4/2/2023 13:00,1655,128,85.07,0.2957,1655,287.69,-0.0157,1,287.69,202.62,-3.18,South Asia,NA,COMPLETE,90001,128,11,Hunting & Shooting Item #128,287.69,0,4/4/2023 13:00,Second Class
DEBIT,3,4,159.35,413.79,Advance shipping,0,14,Fitness Accessories,Demo City,EE. UU.,XXXXXXXXX,Demo,921,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,6,Fan Shop,36.8136,43.1395,Africa,Demo City,Demo Country,921,7/24/2022 20:00,1656,8,111.34,0.196,1656,189.35,0.3489,3,568.05,456.71,159.35,West Africa,NA,COMPLETE,90001,8,14,Fitness Accessories Item #8,189.35,0,7/27/2022 20:00,Standard Class
DEBIT,3,4,217.55,539.68,Advance shipping,0,7,Women's Apparel,Demo City,EE. UU.,XXXXXXXXX,Demo,532,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,5,Apparel,-29.9841,-115.2395,Pacific Asia,Demo City,Demo Country,532,12/3/2022 10:00,1657,33,310.57,0.3232,1657,320.31,0.3345,3,960.93,650.36,217.55,Eastern Asia,NA,COMPLETE,90001,33,7,Women's Apparel Item #33,320.31,0,12/6/2022 10:00,Standard Class
DEBIT,4,2,19.43,287.08,Late delivery,1,9,Basketball,Demo City,EE. UU.,XXXXXXXXX,Demo,899,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,4,Team Sports,5.9488,-47.9648,LATAM,Demo City,Demo Country,899,7/8/2022 18:00,1658,191,42.57,0.1072,1658,397.1,0.0548,1,397.1,354.53,19.43,Caribbean,NA,COMPLETE,90001,191,9,Basketball Item #191,397.1,0,7/12/2022 18:00,Second Class
DEBIT,5,4,34.7,123.81,Late delivery,1,1,Strength Training,Demo City,EE. UU.,XXXXXXXXX,Demo,332,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,1,Fitness,-18.7095,52.6308,USCA,Demo City,Demo Country,332,9/9/2022 13:00,1659,74,28.71,0.1781,1659,32.24,0.2619,5,161.2,132.49,34.7,East of USA,NA,CLOSED,90001,74,1,Strength Training Item #74,32.24,0,9/14/2022 13:00,Standard Class
DEBIT,8,4,26.68,814.86,Late delivery,1,1,Strength Training,Demo City,EE. UU.,XXXXXXXXX,Demo,722,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,1,Fitness,-25.5851,92.6693,Africa,Demo City,Demo Country,722,4/28/2022 17:00,1660,68,233.85,0.1908,1660,408.55,0.0269,3,1225.65,991.8,26.68,West Africa,NA,COMPLETE,90001,68,1,Strength Training Item #68,408.55,0,5/6/2022 17:00,Standard Class
DEBIT,4,4,-21.42,280.97,Shipping on time,0,10,Camping & Hiking,Demo City,EE. UU.,XXXXXXXXX,Demo,637,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,7,Outdoors,40.0373,23.2954,LATAM,Demo City,Demo Country,637,10/23/2023 13:00,1661,38,18.47,0.0613,1661,301.38,-0.0757,1,301.38,282.91,-21.42,Central America,NA,PROCESSING,90001,38,10,Camping & Hiking Item #38,301.38,0,10/27/2023 13:00,Standard Class
DEBIT,5,1,151.44,686.5,Late delivery,1,7,Women's Apparel,Demo City,EE. UU.,XXXXXXXXX,Demo,837,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,5,Apparel,59.9403,-100.709,LATAM,Demo City,Demo Country,837,6/20/2023 04:00,1662,182,151.11,0.1748,1662,172.89,0.2123,5,864.45,713.34,151.44,Central America,NA,COMPLETE,90001,182,7,Women's Apparel Item #182,172.89,0,6/25/2023 04:00,First Class
DEBIT,2,2,115.79,792.81,Shipping on time,0,15,Kids' Golf Clubs,Demo City,EE. UU.,XXXXXXXXX,Demo,697,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,3,Golf,7.0444,92.5269,USCA,Demo City,Demo Country,697,3/13/2022 04:00,1663,151,240.87,0.2284,1663,351.53,0.1423,3,1054.59,813.72,115.79,East of USA,NA,CLOSED,90001,151,15,Kids' Golf Clubs Item #151,351.53,0,3/15/2022 04:00,Second Class
DEBIT,3,4,-131.38,1605.81,Advance shipping,0,13,Cardio Equipment,Demo City,EE. UU.,XXXXXXXXX,Demo,40,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,1,Fitness,-8.4594,91.4487,Pacific Asia,Demo City,Demo Country,40,8/24/2023 23:00,1664,118,62.19,0.0349,1664,356.37,-0.0764,5,1781.85,1719.66,-131.38,Oceania,NA,COMPLETE,90001,118,13,Cardio Equipment Item #118,356.37,0,8/27/2023 23:00,Standard Class
DEBIT,2,2,26.88,269.68,Shipping on time,0,10,Camping & Hiking,Demo City,EE. UU.,XXXXXXXXX,Demo,538,Customer,Individual,Home Office,CA,XXXXXXXXX,90001,7,Outdoors,41.5955,71.7749,Pacific Asia,Demo City,Demo Country,538,4/15/2023 01:00,1665,169,85.93,0.2246,1665,382.59,0.0906,1,382.59,296.66,26.88,Southeast Asia,NA,COMPLETE,90001,169,10,Camping & Hiking Item #169,382.59,0,4/17/2023 01:00,Second Class
DEBIT,1,2,86.18,493.51,Advance shipping,0,6,Cleats,Demo City,EE. UU.,XXXXXXXXX,Demo,556,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,6,Fan Shop,10.3225,-21.5365,LATAM,Demo City,Demo Country,556,5/13/2022 22:00,1666,147,118.7,0.1839,1666,215.15,0.1636,3,645.45,526.75,86.18,South America,NA,CLOSED,90001,147,6,Cleats Item #147,215.15,0,5/14/2022 22:00,Second Class
DEBIT,2,2,79.56,940.42,Shipping on time,0,3,Golf Shoes,Demo City,EE. UU.,XXXXXXXXX,Demo,793,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,3,Golf,5.4006,0.7169,Pacific Asia,Demo City,Demo Country,793,4/8/2022 08:00,1667,123,153.06,0.1299,1667,294.58,0.0776,4,1178.32,1025.26,79.56,Eastern Asia,NA,COMPLETE,90001,123,3,Golf Shoes Item #123,294.58,0,4/10/2022 08:00,Second Class
DEBIT,4,4,-51.42,615.04,Shipping on time,0,9,Basketball,Demo City,EE. UU.,XXXXXXXXX,Demo,389,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,4,Team Sports,-32.3734,-40.7782,Pacific Asia,Demo City,Demo Country,389,10/25/2023 15:00,1668,187,98.54,0.1335,1668,246.05,-0.0804,3,738.15,639.61,-51.42,Southeast Asia,NA,CLOSED,90001,187,9,Basketball Item #187,246.05,0,10/29/2023 15:00,Standard Class
DEBIT,4,4,43.13,112.29,Shipping on time,0,14,Fitness Accessories,Demo City,EE. UU.,XXXXXXXXX,Demo,749,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,1,Fitness,-0.949,-59.2741,Africa,Demo City,Demo Country,749,7/31/2022 19:00,1669,19,57.36,0.2995,1669,191.51,0.3215,1,191.51,134.15,43.13,Southern Africa,NA,CLOSED,90001,19,14,Fitness Accessories Item #19,191.51,0,8/4/2022 19:00,Standard Class
DEBIT,1,2,81.77,212.79,Advance shipping,0,2,Cameras,Demo City,EE. UU.,XXXXXXXXX,Demo,611,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,2,Electronics,40.531,25.4681,Europe,Demo City,Demo Country,611,5/31/2022 22:00,1670,182,130.99,0.3372,1670,77.69,0.3176,5,388.45,257.46,81.77,Northern Europe,NA,CLOSED,90001,182,2,Cameras Item #182,77.69,0,6/1/2022 22:00,Second Class
DEBIT,3,4,482.98,1510.74,Advance shipping,0,18,Water Sports,Demo City,EE. UU.,XXXXXXXXX,Demo,569,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,7,Outdoors,-4.2581,-37.039,Europe,Demo City,Demo Country,569,7/7/2022 04:00,1671,148,228.15,0.1238,1671,460.73,0.2991,4,1842.92,1614.77,482.98,Southern Europe,NA,PENDING,90001,148,18,Water Sports Item #148,460.73,0,7/10/2022 04:00,Standard Class
DEBIT,4,1,41.37,162.44,Late delivery,1,11,Hunting & Shooting,Demo City,EE. UU.,XXXXXXXXX,Demo,315,Customer,Individual,Home Office,CA,XXXXXXXXX,90001,7,Outdoors,-30.5624,-93.9575,LATAM,Demo City,Demo Country,315,3/20/2022 18:00,1672,97,36.97,0.1605,1672,76.79,0.2139,3,230.37,193.4,41.37,South America,NA,PROCESSING,90001,97,11,Hunting & Shooting Item #97,76.79,0,3/24/2022 18:00,First Class
DEBIT,1,2,84.16,272.87,Advance shipping,0,17,GPS Devices,Demo City,EE. UU.,XXXXXXXXX,Demo,358,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,2,Electronics,-43.2706,-115.7789,Pacific Asia,Demo City,Demo Country,358,1/2/2023 07:00,1673,151,55.64,0.1688,1673,329.61,0.3072,1,329.61,273.97,84.16,Eastern Asia,NA,COMPLETE,90001,151,17,GPS Devices Item #151,329.61,0,1/3/2023 07:00,Second Class
DEBIT,4,4,137.79,401.27,Shipping on time,0,11,Hunting & Shooting,Demo City,EE. UU.,XXXXXXXXX,Demo,712,Customer,Individual,Home Office,CA,XXXXXXXXX,90001,7,Outdoors,33.3181,24.2254,USCA,Demo City,Demo Country,712,10/3/2023 03:00,1674,12,143.44,0.2288,1674,208.97,0.285,3,626.91,483.47,137.79,Canada,NA,ON_HOLD,90001,12,11,Hunting & Shooting Item #12,208.97,0,10/7/2023 03:00,Standard Class
DEBIT,2,2,274.44,1764.61,Shipping on time,0,6,Cleats,Demo City,EE. UU.,XXXXXXXXX,Demo,16,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,6,Fan Shop,16.7136,23.072,Europe,Demo City,Demo Country,16,2/20/2023 10:00,1675,19,174.24,0.0843,1675,413.39,0.145,5,2066.95,1892.71,274.44,Southern Europe,NA,COMPLETE,90001,19,6,Cleats Item #19,413.39,0,2/22/2023 10:00,Second Class
DEBIT,1,2,55.6,409.16,Advance shipping,0,15,Kids' Golf Clubs,Demo City,EE. UU.,XXXXXXXXX,Demo,529,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,3,Golf,-16.3853,-91.2403,USCA,Demo City,Demo Country,529,11/5/2023 13:00,1676,196,60.81,0.1248,1676,243.61,0.1304,2,487.22,426.41,55.6,West of USA,NA,PENDING,90001,196,15,Kids' Golf Clubs Item #196,243.61,0,11/6/2023 13:00,Second Class
DEBIT,0,1,17.85,85.93,Advance shipping,0,14,Fitness Accessories,Demo City,EE. UU.,XXXXXXXXX,Demo,904,Customer,Individual,Home Office,CA,XXXXXXXXX,90001,1,Fitness,-7.1817,93.0247,Africa,Demo City,Demo Country,904,10/29/2023 22:00,1677,176,5.15,0.0488,1677,105.44,0.178,1,105.44,100.29,17.85,East Africa,NA,ON_HOLD,90001,176,14,Fitness Accessories Item #176,105.44,0,10/29/2023 22:00,First Class
DEBIT,4,4,12.12,410.26,Shipping on time,0,3,Golf Shoes,Demo City,EE. UU.,XXXXXXXXX,Demo,85,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,3,Golf,-13.61,-75.3756,LATAM,Demo City,Demo Country,85,4/30/2022 07:00,1678,76,1.23,0.0028,1678,88.08,0.0276,5,440.4,439.17,12.12,Central America,NA,COMPLETE,90001,76,3,Golf Shoes Item #76,88.08,0,5/4/2022 07:00,Standard Class
